variable,model,date,scenario,season,value
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp26,MarMay,1.6523724156500001
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp26,JunAug,1.4430445045
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp26,SepNov,2.10288214
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp45,year,2.0144908555000005
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp45,DecFeb,2.4519207699999996
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp45,MarMay,1.9444081860999998
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp45,JunAug,1.5733775555
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp45,SepNov,2.0797974459999997
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp85,year,2.7583567550000003
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp85,DecFeb,2.8664325149499996
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp85,MarMay,2.7847672449999994
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp85,JunAug,2.333910793
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2041,rcp85,SepNov,2.9342408725
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp26,year,1.2895713920000003
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp26,DecFeb,1.6827176284210528
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp26,MarMay,1.1105781639
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp26,JunAug,1.0400896747499997
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp26,SepNov,1.3816659401
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp45,year,2.8807011749999996
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp45,DecFeb,3.4437671842105275
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp45,MarMay,2.9919227250000002
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp45,JunAug,2.2401557149999993
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp45,SepNov,2.9369369450000002
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp85,year,5.263502575000001
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp85,DecFeb,6.308482099999999
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp85,MarMay,5.590260970000001
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp85,JunAug,3.90738322
tas,ICHEC-EC-EARTH_r12i1p1_KNMI-RACMO22E_v1,2081,rcp85,SepNov,5.276732815000001
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp26,year,0.4883423025
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp26,DecFeb,0.8711672335000001
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp26,MarMay,-0.16338479550000004
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp26,JunAug,0.475614794
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp26,SepNov,0.86365531175
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp45,year,0.9352121831999998
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp45,DecFeb,0.9425568295000002
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp45,MarMay,0.8401430110000001
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp45,JunAug,0.8201951786
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp45,SepNov,1.051068479
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp85,year,0.94951408425
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp85,DecFeb,1.1227673692999998
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp85,MarMay,0.8199708080000001
tas,CNRM-CERFACS-CNRM-CM5_r1i1p1_KNMI-RACMO22E_v2,2021,rcp85,JunAug,0.7637587415
